ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
225758_s_at	8.07e-01	6.41e-01	0.470385	-6.274476	0.1786844	TUBGCP6	tubulin gamma complex associated protein 6
239834_at	8.07e-01	6.41e-01	0.470376	-6.2744802	0.1995805		
228867_at	8.07e-01	6.41e-01	-0.470296	-6.2745174	-0.0886852	TATDN3	TatD DNase domain containing 3
231311_at	8.08e-01	6.42e-01	0.470172	-6.2745757	0.164609		
226501_at	8.08e-01	6.42e-01	-0.470063	-6.2746267	-0.0652891	XPNPEP3	X-prolyl aminopeptidase 3
234799_at	8.08e-01	6.42e-01	-0.470042	-6.2746366	-0.1345006	ADARB1	adenosine deaminase, RNA specific B1
234941_s_at	8.08e-01	6.42e-01	0.470032	-6.2746412	0.0652333	GPHN	gephyrin
244583_at	8.08e-01	6.42e-01	-0.469844	-6.2747296	-0.190606		
229210_at	8.08e-01	6.42e-01	0.469758	-6.2747696	0.1843223	RNASEH2B	ribonuclease H2 subunit B
240435_at	8.08e-01	6.42e-01	0.469692	-6.2748003	0.0797521	LOC101928635	uncharacterized LOC101928635
238784_at	8.08e-01	6.42e-01	0.469581	-6.2748526	0.1400582	DPY19L2	dpy-19 like 2
240518_at	8.08e-01	6.42e-01	-0.469451	-6.2749133	-0.1548765	LOC729291	translation initiation factor IF-2
237232_at	8.08e-01	6.42e-01	0.469397	-6.2749383	0.2390978		
232193_at	8.08e-01	6.42e-01	0.469372	-6.2749502	0.1154676	GSTT1	glutathione S-transferase theta 1
230741_at	8.08e-01	6.42e-01	0.46897	-6.2751384	0.1251115	P2RX7	purinergic receptor P2X 7
240773_at	8.08e-01	6.42e-01	-0.468888	-6.2751764	-0.1794432		
238750_at	8.08e-01	6.43e-01	-0.468686	-6.2752709	-0.1428617	CCL28	C-C motif chemokine ligand 28
243451_at	8.08e-01	6.43e-01	-0.468559	-6.2753302	-0.1469307		
240857_at	8.08e-01	6.43e-01	0.468472	-6.2753708	0.2170039	DNAH9	dynein axonemal heavy chain 9
224957_at	8.08e-01	6.43e-01	0.468463	-6.275375	0.0819896	RPL17-C18orf32///C18orf32///RPL17	RPL17-C18orf32 readthrough///chromosome 18 open reading frame 32///ribosomal protein L17
232812_at	8.08e-01	6.43e-01	-0.46834	-6.2754324	-0.2262519	LOC401052	uncharacterized LOC401052
237409_at	8.08e-01	6.43e-01	0.468306	-6.2754482	0.1299256		
242408_at	8.08e-01	6.43e-01	-0.468199	-6.275498	-0.108857	STYX	serine/threonine/tyrosine interacting protein
231933_at	8.08e-01	6.43e-01	-0.468186	-6.275504	-0.1654519	MARCH8	membrane associated ring-CH-type finger 8
242531_at	8.08e-01	6.43e-01	-0.468113	-6.2755385	-0.1359493	RRAGC	Ras related GTP binding C
231294_at	8.08e-01	6.43e-01	0.467974	-6.2756032	0.2031664		
238538_at	8.08e-01	6.43e-01	-0.467924	-6.2756266	-0.0576566	ANKRD11	ankyrin repeat domain 11
229525_at	8.09e-01	6.43e-01	0.467666	-6.2757469	0.0904038		
238114_at	8.09e-01	6.43e-01	-0.467638	-6.27576	-0.0743865	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
228150_at	8.09e-01	6.43e-01	0.467474	-6.2758363	0.0680233	SEC16B	SEC16 homolog B, endoplasmic reticulum export factor
243128_at	8.09e-01	6.44e-01	-0.467392	-6.2758742	-0.2478155	ZNF175	zinc finger protein 175
244680_at	8.09e-01	6.44e-01	-0.467313	-6.275911	-0.1530654	GLRB	glycine receptor beta
236790_s_at	8.09e-01	6.44e-01	0.467207	-6.2759604	0.088502	MAPT-AS1	MAPT antisense RNA 1
228028_at	8.09e-01	6.44e-01	-0.467179	-6.2759738	-0.1804734	GAREM2	GRB2 associated regulator of MAPK1 subtype 2
236234_at	8.09e-01	6.44e-01	-0.467089	-6.2760153	-0.1269821	PDE1A	phosphodiesterase 1A
244209_at	8.09e-01	6.44e-01	0.467082	-6.2760188	0.1987941	LBX1-AS1	LBX1 antisense RNA 1 (head to head)
230074_s_at	8.09e-01	6.44e-01	-0.467032	-6.2760419	-0.127704	C16orf58	chromosome 16 open reading frame 58
224668_at	8.09e-01	6.44e-01	-0.466999	-6.2760572	-0.066869	SYS1	Sys1 golgi trafficking protein
238320_at	8.09e-01	6.44e-01	0.46684	-6.2761312	0.1822021	MIR612///NEAT1	microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)
237513_at	8.09e-01	6.44e-01	-0.466817	-6.2761419	-0.0986626	PRSS58	protease, serine 58
243273_at	8.09e-01	6.44e-01	-0.466741	-6.2761775	-0.2218053		
235895_at	8.09e-01	6.44e-01	0.46667	-6.2762105	0.199428		
230562_at	8.09e-01	6.44e-01	-0.466653	-6.2762182	-0.0859945	MCPH1-AS1	MCPH1 antisense RNA 1
227672_at	8.09e-01	6.44e-01	-0.466567	-6.2762581	-0.0985206	MROH6	maestro heat like repeat family member 6
240980_at	8.09e-01	6.44e-01	-0.46645	-6.2763127	-0.1510032		
234260_at	8.09e-01	6.44e-01	0.466212	-6.2764231	0.2300793		
229114_at	8.09e-01	6.44e-01	0.466212	-6.2764235	0.1708901	GAB1	GRB2 associated binding protein 1
229010_at	8.09e-01	6.44e-01	-0.466188	-6.2764344	-0.1894704	CBL	Cbl proto-oncogene
227343_at	8.09e-01	6.44e-01	-0.466086	-6.2764821	-0.1617037		
228957_at	8.09e-01	6.45e-01	0.466012	-6.2765163	0.1082607	ZNF362	zinc finger protein 362
232422_at	8.09e-01	6.45e-01	-0.466009	-6.2765178	-0.0791187	GGACT	gamma-glutamylamine cyclotransferase
239048_at	8.09e-01	6.45e-01	-0.465681	-6.27667	-0.1736133		
235054_at	8.09e-01	6.45e-01	0.465548	-6.2767317	0.0740699	NUDT16	nudix hydrolase 16
228198_s_at	8.09e-01	6.45e-01	-0.465445	-6.2767793	-0.1260246	FAHD2CP	fumarylacetoacetate hydrolase domain containing 2C, pseudogene
225384_at	8.09e-01	6.45e-01	0.465398	-6.2768009	0.0699023	DOCK7	dedicator of cytokinesis 7
223202_s_at	8.10e-01	6.45e-01	-0.465318	-6.2768381	-0.0827698	LOC101928589///TMEM164	uncharacterized LOC101928589///transmembrane protein 164
233668_at	8.10e-01	6.45e-01	-0.465218	-6.2768848	-0.1579377		
240637_at	8.10e-01	6.45e-01	-0.465141	-6.2769203	-0.2692085	WDR41	WD repeat domain 41
223056_s_at	8.10e-01	6.45e-01	0.465117	-6.2769315	0.1528123	XPO5	exportin 5
224884_at	8.10e-01	6.45e-01	0.465115	-6.2769326	0.0987811	AKAP13	A-kinase anchoring protein 13
242613_at	8.10e-01	6.45e-01	-0.465057	-6.2769593	-0.1589935		
233081_at	8.10e-01	6.45e-01	0.464911	-6.2770271	0.1390977		
227462_at	8.10e-01	6.45e-01	0.464837	-6.2770612	0.307686	ERAP2	endoplasmic reticulum aminopeptidase 2
235876_at	8.10e-01	6.45e-01	-0.464618	-6.2771625	-0.1161502	TMEM218	transmembrane protein 218
231570_at	8.10e-01	6.45e-01	0.464605	-6.2771689	0.099572	SAXO1	stabilizer of axonemal microtubules 1
222839_s_at	8.10e-01	6.46e-01	0.464329	-6.2772966	0.0763996	PAPOLG	poly(A) polymerase gamma
234622_at	8.10e-01	6.46e-01	-0.464236	-6.2773392	-0.107516		
224480_s_at	8.10e-01	6.46e-01	0.464075	-6.2774139	0.094909	GPAT3	glycerol-3-phosphate acyltransferase 3
228791_at	8.10e-01	6.46e-01	-0.464004	-6.2774468	-0.1079385	ARPIN	actin-related protein 2/3 complex inhibitor
224449_at	8.10e-01	6.46e-01	-0.464001	-6.2774479	-0.1722776	DDI2///RSC1A1	DNA damage inducible 1 homolog 2///regulatory solute carrier protein, family 1, member 1
233035_at	8.10e-01	6.46e-01	-0.46392	-6.2774854	-0.2007398		
240218_at	8.10e-01	6.46e-01	0.463861	-6.2775129	0.1662335	DSCAM	DS cell adhesion molecule
235184_at	8.10e-01	6.46e-01	0.463659	-6.2776062	0.2264904	AEBP2	AE binding protein 2
230737_s_at	8.10e-01	6.46e-01	-0.463361	-6.2777441	-0.0854547	SVIL-AS1///PTCHD3P1	SVIL antisense RNA 1///patched domain containing 3 pseudogene 1
233070_at	8.10e-01	6.46e-01	-0.463327	-6.2777597	-0.2153429	ZNF197	zinc finger protein 197
237817_at	8.11e-01	6.47e-01	0.46318	-6.2778273	0.1475083	SSR3	signal sequence receptor subunit 3
240058_at	8.11e-01	6.47e-01	0.463094	-6.2778672	0.1742001		
231170_at	8.11e-01	6.47e-01	-0.463032	-6.2778957	-0.1657121		
243904_at	8.11e-01	6.47e-01	0.462959	-6.2779297	0.0794285	STXBP5	syntaxin binding protein 5
233050_at	8.11e-01	6.47e-01	-0.462901	-6.2779562	-0.1686555	SOGA3///KIAA0408	SOGA family member 3///KIAA0408
236247_at	8.11e-01	6.47e-01	0.46273	-6.2780353	0.0800933	NSUN4	NOP2/Sun RNA methyltransferase family member 4
223186_at	8.11e-01	6.47e-01	-0.462693	-6.2780523	-0.0777787	TMEM189-UBE2V1///TMEM189///UBE2V1	TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V1
239157_at	8.11e-01	6.47e-01	-0.462646	-6.278074	-0.210276	ZSCAN12P1	zinc finger and SCAN domain containing 12 pseudogene 1
234122_at	8.11e-01	6.47e-01	-0.462592	-6.2780986	-0.0743915		
235342_at	8.11e-01	6.47e-01	0.462583	-6.2781028	0.2304891	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3
240277_at	8.11e-01	6.47e-01	-0.462474	-6.2781533	-0.2474795		
244890_at	8.11e-01	6.47e-01	-0.462401	-6.2781867	-0.1731766		
244239_at	8.11e-01	6.47e-01	0.462343	-6.2782134	0.1670816		
223780_s_at	8.11e-01	6.47e-01	-0.462237	-6.2782621	-0.1269747	MED13	mediator complex subunit 13
227820_at	8.11e-01	6.47e-01	-0.462228	-6.2782663	-0.1551147	TBC1D25	TBC1 domain family member 25
238412_at	8.11e-01	6.47e-01	0.462198	-6.2782802	0.2261794	LOC101060405///RRN3P3	putative RRN3-like protein RRN3P1///RRN3 homolog, RNA polymerase I transcription factor pseudogene 3
224406_s_at	8.11e-01	6.47e-01	0.462111	-6.2783205	0.1455964	FCRL5	Fc receptor like 5
228509_at	8.11e-01	6.47e-01	0.462008	-6.2783677	0.2075961	SPHKAP	SPHK1 interactor, AKAP domain containing
232111_at	8.11e-01	6.47e-01	-0.46196	-6.2783901	-0.0915441	TUNAR	TCL1 upstream neural differentiation-associated RNA
237450_at	8.11e-01	6.47e-01	0.46188	-6.2784266	0.1751054	LOC389332	uncharacterized LOC389332
230876_at	8.11e-01	6.48e-01	0.461568	-6.2785706	0.2150397	ZNF883	zinc finger protein 883
230240_at	8.11e-01	6.48e-01	-0.461496	-6.2786036	-0.0871918		
229219_s_at	8.11e-01	6.48e-01	-0.461412	-6.2786421	-0.090457		
242267_x_at	8.11e-01	6.48e-01	-0.461336	-6.278677	-0.1125086	LOC105369595	uncharacterized LOC105369595
225235_at	8.11e-01	6.48e-01	-0.461314	-6.278687	-0.0700005	TSPAN17	tetraspanin 17
238470_at	8.11e-01	6.48e-01	0.46121	-6.278735	0.1527689	SYS1	Sys1 golgi trafficking protein
232831_at	8.11e-01	6.48e-01	-0.461071	-6.2787991	-0.0838089		
235492_at	8.11e-01	6.48e-01	0.460982	-6.2788397	0.0869625	RNF217	ring finger protein 217
236236_at	8.11e-01	6.48e-01	-0.460863	-6.2788947	-0.1462988	WNK3	WNK lysine deficient protein kinase 3
240106_at	8.11e-01	6.48e-01	-0.460774	-6.2789354	-0.1238479	GNPTAB	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits
243531_at	8.12e-01	6.48e-01	-0.460442	-6.2790879	-0.2051352	ORAOV1	oral cancer overexpressed 1
241910_x_at	8.12e-01	6.49e-01	0.46011	-6.27924	0.0678526	ARL17B///ARL17A	ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A
244720_at	8.12e-01	6.49e-01	-0.460035	-6.2792746	-0.2474617		
240203_at	8.12e-01	6.49e-01	-0.460026	-6.2792787	-0.1448767		
223451_s_at	8.12e-01	6.49e-01	0.46001	-6.2792858	0.0865212	CKLF	chemokine like factor
243143_at	8.12e-01	6.49e-01	-0.459918	-6.2793283	-0.1982388	FAM24A	family with sequence similarity 24 member A
243597_at	8.12e-01	6.49e-01	0.459837	-6.2793654	0.1584388	FANCB	Fanconi anemia complementation group B
241582_at	8.12e-01	6.49e-01	-0.45979	-6.2793866	-0.1370999		
225542_at	8.12e-01	6.49e-01	-0.459682	-6.2794361	-0.076276	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
233043_at	8.12e-01	6.49e-01	-0.459554	-6.2794951	-0.1199278	LOC221814	uncharacterized LOC221814
223747_x_at	8.12e-01	6.49e-01	0.459536	-6.2795033	0.1114352	WWOX	WW domain containing oxidoreductase
229217_at	8.12e-01	6.49e-01	0.459514	-6.2795131	0.1440214	SP3	Sp3 transcription factor
227106_at	8.12e-01	6.49e-01	0.459391	-6.2795698	0.0750293	TMEM198B	transmembrane protein 198B (pseudogene)
230807_at	8.12e-01	6.49e-01	-0.459215	-6.2796501	-0.1274555	CCDC151	coiled-coil domain containing 151
244068_at	8.12e-01	6.50e-01	-0.458916	-6.2797871	-0.0789256		
240745_at	8.12e-01	6.50e-01	-0.458847	-6.2798184	-0.1444295	LOC101927760	uncharacterized LOC101927760
240367_at	8.12e-01	6.50e-01	-0.458846	-6.2798191	-0.1818686		
230988_at	8.12e-01	6.50e-01	-0.45877	-6.2798539	-0.0811688	ADD2	adducin 2
227876_at	8.12e-01	6.50e-01	-0.458708	-6.2798821	-0.1276641	ARHGAP39	Rho GTPase activating protein 39
241277_x_at	8.12e-01	6.50e-01	0.458601	-6.2799309	0.1569347	ZNF837	zinc finger protein 837
235962_at	8.12e-01	6.50e-01	0.458456	-6.2799971	0.0932322	AZI2	5-azacytidine induced 2
233714_at	8.12e-01	6.50e-01	0.458448	-6.2800011	0.1011794	ARNT	aryl hydrocarbon receptor nuclear translocator
233763_at	8.12e-01	6.50e-01	0.458367	-6.2800382	0.1292227	LYRM2	LYR motif containing 2
233210_at	8.13e-01	6.50e-01	-0.458193	-6.2801173	-0.1109728	FLJ12120	uncharacterized LOC388439
231511_at	8.13e-01	6.50e-01	0.45812	-6.2801509	0.0890969	FRAS1	Fraser extracellular matrix complex subunit 1
227938_s_at	8.13e-01	6.50e-01	-0.457638	-6.2803708	-0.1669389	DLL1	delta like canonical Notch ligand 1
AFFX-HUMRGE/M10098_5_at	8.13e-01	6.51e-01	0.457479	-6.2804435	0.2720647		
234003_at	8.13e-01	6.51e-01	-0.457253	-6.2805461	-0.1396515	ENOX2	ecto-NOX disulfide-thiol exchanger 2
227123_at	8.13e-01	6.51e-01	0.457218	-6.2805623	0.1386321	RAB3B	RAB3B, member RAS oncogene family
228899_at	8.13e-01	6.51e-01	0.457189	-6.2805754	0.0998972		
222866_s_at	8.13e-01	6.51e-01	0.457124	-6.2806053	0.0791238	FLVCR2	feline leukemia virus subgroup C cellular receptor family member 2
239285_at	8.13e-01	6.51e-01	0.456982	-6.2806699	0.1516418		
244498_x_at	8.13e-01	6.51e-01	0.456977	-6.280672	0.1117763	UBE2Q2L	ubiquitin conjugating enzyme E2 Q2 like
233627_at	8.13e-01	6.51e-01	-0.456973	-6.2806738	-0.1129527		
237764_at	8.13e-01	6.51e-01	-0.456792	-6.2807564	-0.2041724	LOC101928111	uncharacterized LOC101928111
244401_at	8.13e-01	6.51e-01	0.456593	-6.2808469	0.0810584	LCA5	LCA5, lebercilin
243487_at	8.13e-01	6.51e-01	-0.456591	-6.280848	-0.0882318	AFF4	AF4/FMR2 family member 4
241971_at	8.13e-01	6.51e-01	-0.456504	-6.2808874	-0.1249806		
232257_s_at	8.14e-01	6.52e-01	0.45611	-6.2810668	0.1040189		
242016_at	8.14e-01	6.52e-01	-0.456086	-6.2810774	-0.0988804		
240558_at	8.14e-01	6.52e-01	0.456011	-6.2811115	0.2115598		
231301_at	8.14e-01	6.52e-01	-0.455976	-6.2811273	-0.1980724	NUP54	nucleoporin 54
228379_at	8.14e-01	6.52e-01	0.455934	-6.2811467	0.0573122	NUTF2P4///NUTF2	nuclear transport factor 2 pseudogene 4///nuclear transport factor 2
231515_at	8.14e-01	6.52e-01	0.45585	-6.2811846	0.2124073		
239875_at	8.14e-01	6.52e-01	0.455687	-6.2812591	0.1028815	NAB1	NGFI-A binding protein 1
241132_at	8.14e-01	6.52e-01	-0.455625	-6.2812872	-0.1808234		
240405_at	8.14e-01	6.52e-01	0.455561	-6.2813162	0.165297		
231310_at	8.14e-01	6.52e-01	-0.455514	-6.2813376	-0.1196284	TRIM71	tripartite motif containing 71
229724_at	8.14e-01	6.52e-01	0.455484	-6.2813513	0.073159	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit
236811_at	8.14e-01	6.52e-01	0.455348	-6.2814128	0.1426073	DMRTC2	DMRT like family C2
230581_at	8.14e-01	6.52e-01	0.455219	-6.2814714	0.0674293		
235641_at	8.14e-01	6.52e-01	-0.455151	-6.281502	-0.1555252	TRIB1	tribbles pseudokinase 1
235520_at	8.14e-01	6.52e-01	0.455046	-6.2815497	0.1566112	ZNF280C	zinc finger protein 280C
234265_at	8.14e-01	6.52e-01	0.454953	-6.281592	0.1365207	PPP1R12C	protein phosphatase 1 regulatory subunit 12C
235362_at	8.14e-01	6.52e-01	0.454922	-6.2816063	0.1376243	LOC729970	hCG2028352-like
224590_at	8.14e-01	6.52e-01	-0.454827	-6.2816493	-0.2761326	XIST	X inactive specific transcript (non-protein coding)
231601_at	8.14e-01	6.52e-01	-0.45477	-6.2816749	-0.2024743		
234315_at	8.14e-01	6.53e-01	-0.454733	-6.2816916	-0.1094271	BACH1	BTB domain and CNC homolog 1
232730_at	8.14e-01	6.53e-01	-0.45471	-6.2817022	-0.1599978	C19orf44	chromosome 19 open reading frame 44
241080_at	8.14e-01	6.53e-01	-0.454709	-6.2817028	-0.1120038		
241626_at	8.14e-01	6.53e-01	-0.454592	-6.2817559	-0.1792644	WTAP	Wilms tumor 1 associated protein
241561_at	8.14e-01	6.53e-01	-0.45433	-6.2818743	-0.088263		
233744_at	8.14e-01	6.53e-01	0.454073	-6.2819906	0.2294458		
231167_at	8.14e-01	6.53e-01	-0.453991	-6.2820279	-0.1654427		
234862_at	8.15e-01	6.53e-01	-0.453863	-6.2820857	-0.1147657		
233769_at	8.15e-01	6.53e-01	-0.453721	-6.2821503	-0.1381726	LOC284561	uncharacterized LOC284561
237083_at	8.15e-01	6.53e-01	-0.453698	-6.2821606	-0.2154776		
235024_at	8.15e-01	6.53e-01	0.45367	-6.2821733	0.0850687	JADE1	jade family PHD finger 1
230213_at	8.15e-01	6.53e-01	-0.453669	-6.2821735	-0.1201648	C19orf43	chromosome 19 open reading frame 43
240434_at	8.15e-01	6.53e-01	-0.453477	-6.2822604	-0.1286317		
232190_x_at	8.15e-01	6.53e-01	0.453417	-6.2822874	0.1550395	LOC115110	uncharacterized LOC115110
233836_at	8.15e-01	6.54e-01	0.453138	-6.2824136	0.1403	TNRC6A	trinucleotide repeat containing 6A
243236_at	8.15e-01	6.54e-01	-0.45299	-6.2824807	-0.1959063		
223321_s_at	8.15e-01	6.54e-01	0.452927	-6.2825088	0.1172045	FGFRL1	fibroblast growth factor receptor-like 1
242008_at	8.15e-01	6.54e-01	-0.452901	-6.2825204	-0.0867432		
223947_s_at	8.15e-01	6.54e-01	0.452838	-6.282549	0.1911453	MED23	mediator complex subunit 23
229263_at	8.15e-01	6.54e-01	0.452796	-6.2825678	0.1971669	IL17RD	interleukin 17 receptor D
242023_at	8.15e-01	6.54e-01	-0.452702	-6.2826104	-0.1079247	ABHD4	abhydrolase domain containing 4
243337_at	8.15e-01	6.54e-01	-0.452644	-6.2826365	-0.2231336	FREM3	FRAS1 related extracellular matrix 3
243756_at	8.15e-01	6.54e-01	0.452588	-6.2826619	0.2008418		
226021_at	8.15e-01	6.54e-01	0.452495	-6.2827037	0.0716902	RDH10	retinol dehydrogenase 10 (all-trans)
225941_at	8.15e-01	6.54e-01	-0.452399	-6.2827471	-0.0693646	EIF4E3	eukaryotic translation initiation factor 4E family member 3
224042_at	8.15e-01	6.54e-01	-0.452225	-6.2828256	-0.0814169	UPB1	beta-ureidopropionase 1
237321_at	8.15e-01	6.54e-01	0.452189	-6.2828421	0.129125	MIR3681HG	MIR3681 host gene
237960_at	8.15e-01	6.54e-01	-0.452009	-6.2829228	-0.1729076	CEP112	centrosomal protein 112
231591_at	8.15e-01	6.55e-01	0.451791	-6.2830213	0.1979188	DMGDH	dimethylglycine dehydrogenase
233797_s_at	8.16e-01	6.55e-01	-0.451664	-6.2830786	-0.2147792	CST11	cystatin 11
236129_at	8.16e-01	6.55e-01	0.451486	-6.2831586	0.1759932	GALNT5	polypeptide N-acetylgalactosaminyltransferase 5
224637_at	8.16e-01	6.55e-01	-0.451174	-6.283299	-0.0765967	OST4	oligosaccharyltransferase complex subunit 4, non-catalytic
243952_at	8.16e-01	6.55e-01	0.451147	-6.283311	0.1710638	TPTEP1	transmembrane phosphatase with tensin homology pseudogene 1
228599_at	8.16e-01	6.55e-01	-0.451112	-6.2833271	-0.1418018	MS4A1	membrane spanning 4-domains A1
234860_at	8.16e-01	6.55e-01	-0.451097	-6.2833334	-0.1920747		
231094_s_at	8.16e-01	6.55e-01	-0.451043	-6.2833581	-0.1737649	LOC101928195///LOC100996643///MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
239091_at	8.16e-01	6.55e-01	-0.45102	-6.2833684	-0.1892232		
226960_at	8.16e-01	6.55e-01	0.450948	-6.2834006	0.1437354	CXCL17	C-X-C motif chemokine ligand 17
222763_s_at	8.16e-01	6.55e-01	0.450814	-6.2834607	0.0924295	SFT2D3///WDR33	SFT2 domain containing 3///WD repeat domain 33
235907_at	8.16e-01	6.55e-01	-0.450747	-6.2834911	-0.0700318	TMEM33	transmembrane protein 33
237117_at	8.16e-01	6.55e-01	-0.450742	-6.2834933	-0.1852557		
234255_at	8.16e-01	6.55e-01	-0.45071	-6.2835076	-0.0853127		
232978_at	8.16e-01	6.55e-01	0.45059	-6.2835614	0.1101154		
238032_at	8.16e-01	6.56e-01	0.450466	-6.2836173	0.0993635		
239831_at	8.16e-01	6.56e-01	0.450421	-6.2836372	0.1790917	TMEM106C	transmembrane protein 106C
235189_at	8.16e-01	6.56e-01	-0.45033	-6.2836784	-0.1309312	ICE2	interactor of little elongation complex ELL subunit 2
238498_at	8.16e-01	6.56e-01	-0.450287	-6.2836976	-0.2374843		
240530_at	8.16e-01	6.56e-01	0.450258	-6.2837107	0.1816984		
235617_x_at	8.16e-01	6.56e-01	-0.450139	-6.2837642	-0.1310856	LOC100507537	uncharacterized LOC100507537
225432_s_at	8.16e-01	6.56e-01	-0.449771	-6.2839292	-0.068396	PET117///KAT14	PET117 homolog///lysine acetyltransferase 14
227105_at	8.17e-01	6.56e-01	0.44945	-6.2840731	0.0969482	CSPP1	centrosome and spindle pole associated protein 1
224247_s_at	8.17e-01	6.56e-01	0.449345	-6.2841202	0.0839795	MRPS10	mitochondrial ribosomal protein S10
241909_at	8.17e-01	6.57e-01	0.449013	-6.2842689	0.3174165	TNKS2	tankyrase 2
243853_at	8.17e-01	6.57e-01	0.44893	-6.2843057	0.0977168		
235212_at	8.17e-01	6.57e-01	-0.448897	-6.2843207	-0.219966	NRDE2	NRDE-2, necessary for RNA interference, domain containing
241944_x_at	8.17e-01	6.57e-01	-0.44876	-6.2843821	-0.1175209		
237868_x_at	8.17e-01	6.57e-01	-0.448688	-6.2844144	-0.1775088		
237893_at	8.17e-01	6.57e-01	-0.448646	-6.2844331	-0.1840403		
235937_at	8.17e-01	6.57e-01	-0.448429	-6.2845301	-0.170448	OCLN	occludin
226166_x_at	8.17e-01	6.57e-01	0.448277	-6.284598	0.0634558	STK36	serine/threonine kinase 36
243844_at	8.17e-01	6.57e-01	-0.44824	-6.2846144	-0.2392395		
236177_s_at	8.17e-01	6.57e-01	-0.448116	-6.2846701	-0.1661053		
242279_at	8.17e-01	6.57e-01	0.448114	-6.2846708	0.1084189		
234043_at	8.17e-01	6.57e-01	-0.448052	-6.2846986	-0.1714		
234350_at	8.17e-01	6.57e-01	-0.448029	-6.2847088	-0.1313165	IGLC1	immunoglobulin lambda constant 1
238585_at	8.17e-01	6.57e-01	-0.447942	-6.2847478	-0.0510703	GTDC1	glycosyltransferase like domain containing 1
235011_at	8.17e-01	6.57e-01	-0.447928	-6.2847539	-0.209172	MAP3K2	mitogen-activated protein kinase kinase kinase 2
242684_at	8.17e-01	6.57e-01	0.447911	-6.2847615	0.1429439	ZNF425	zinc finger protein 425
235975_at	8.17e-01	6.57e-01	0.447878	-6.2847763	0.1128015	MTO1	mitochondrial tRNA translation optimization 1
239496_at	8.17e-01	6.57e-01	-0.447862	-6.2847835	-0.1754094		
AFFX-r2-Hs18SrRNA-3_s_at	8.17e-01	6.57e-01	0.447776	-6.2848218	0.2330074		
235584_at	8.17e-01	6.57e-01	-0.447735	-6.28484	-0.0582375	STARD7-AS1	STARD7 antisense RNA 1
237281_at	8.17e-01	6.58e-01	-0.447651	-6.2848777	-0.1940262	AKAP14	A-kinase anchoring protein 14
224224_s_at	8.17e-01	6.58e-01	0.447513	-6.2849394	0.1299006	PDE11A	phosphodiesterase 11A
235910_x_at	8.17e-01	6.58e-01	-0.447128	-6.2851107	-0.1090919	ZNF316	zinc finger protein 316
224992_s_at	8.17e-01	6.58e-01	0.447106	-6.2851208	0.1489147	CMIP	c-Maf inducing protein
228139_at	8.17e-01	6.58e-01	-0.447098	-6.2851245	-0.1120425	RIPK3	receptor interacting serine/threonine kinase 3
231640_at	8.17e-01	6.58e-01	-0.447075	-6.2851348	-0.2429328	LYRM5	LYR motif containing 5
229789_at	8.18e-01	6.58e-01	-0.446854	-6.2852333	-0.1000134	TIGD3	tigger transposable element derived 3
222446_s_at	8.18e-01	6.58e-01	-0.44678	-6.2852661	-0.0591304	BACE2	beta-site APP-cleaving enzyme 2
238347_at	8.18e-01	6.58e-01	-0.446609	-6.2853421	-0.1064337	SLC38A10	solute carrier family 38 member 10
242780_at	8.18e-01	6.58e-01	0.446592	-6.2853499	0.0900987	VAPA	VAMP associated protein A
226933_s_at	8.18e-01	6.58e-01	0.446452	-6.285412	0.1295145	ID4	inhibitor of DNA binding 4, HLH protein
240453_at	8.18e-01	6.58e-01	0.446452	-6.2854122	0.2025945	CFAP61	cilia and flagella associated protein 61
235020_at	8.18e-01	6.58e-01	-0.446402	-6.2854345	-0.1459449	TAF4B	TATA-box binding protein associated factor 4b
223466_x_at	8.18e-01	6.58e-01	0.446339	-6.2854624	0.0918384	COL4A3BP	collagen type IV alpha 3 binding protein
241701_at	8.18e-01	6.59e-01	-0.446189	-6.2855293	-0.1789801	ARHGAP21	Rho GTPase activating protein 21
239103_at	8.18e-01	6.59e-01	-0.446046	-6.285593	-0.0814599		
241400_at	8.18e-01	6.59e-01	-0.445788	-6.2857076	-0.0892519		
229574_at	8.18e-01	6.59e-01	0.445733	-6.285732	0.1219957	TRA2A	transformer 2 alpha homolog
229190_at	8.18e-01	6.59e-01	-0.445657	-6.2857655	-0.1296081	LOC105374366	uncharacterized LOC105374366
234497_s_at	8.18e-01	6.59e-01	-0.445482	-6.2858433	-0.2198283		
