GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
200634	NA	0.03966933	0.0926	-2.0571757	-0.19051103	21.72	KRTCAP3	keratinocyte associated protein 3
105374382	NA	0.54216307	0.149	0.6095453	0.0908337	8.85	LOC105374382	uncharacterized LOC105374382
55006	NA	0.89090799	0.1365	-0.1371554	-0.01871507	10.3	TRMT61B	tRNA methyltransferase 61B
23160	NA	0.89462014	0.1286	-0.1324604	-0.0170343	25.16	WDR43	WD repeat domain 43
165186	NA	0.56856882	0.107	-0.5701605	-0.06101064	33.2	TOGARAM2	TOG array regulator of axonemal microtubules 2
79745	NA	0.1270837	0.1182	1.5257036	0.18040136	27.69	CLIP4	CAP-Gly domain containing linker protein family member 4
253558	NA	0.28759192	0.1143	1.0634191	0.12150047	21.66	LCLAT1	lysocardiolipin acyltransferase 1
79623	NA	0.34033674	0.1868	0.9535001	0.17810633	27.69	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14
84661	NA	0.44482807	0.0914	0.7640657	0.06983964	39.8	DPY30	dpy-30 histone methyltransferase complex regulatory subunit
6683	NA	0.06449129	0.1394	1.8487682	0.25765968	33.13	SPAST	spastin
55622	NA	0.88034689	0.1172	0.1505295	0.0176452	24.84	TTC27	tetratricopeptide repeat domain 27
4052	NA	0.0011743	0.1613	3.2450491	0.52354187	16.53	LTBP1	latent transforming growth factor beta binding protein 1
25780	NA	0.72263432	0.1136	-0.3549403	-0.04032943	23.16	RASGRP3	RAS guanyl releasing protein 3
25940	NA	0.45487916	0.1128	0.7473055	0.08426569	27.06	FAM98A	family with sequence similarity 98 member A
51232	NA	0.65493924	0.1376	-0.4469111	-0.06148086	10.23	CRIM1	cysteine rich transmembrane BMP regulator 1
253635	NA	0.67429369	0.1245	-0.4202625	-0.05231246	22.49	GPATCH11	G-patch domain containing 11
10153	NA	0.49549981	0.1259	0.6815875	0.0858012	33.92	CEBPZ	CCAAT enhancer binding protein zeta
23683	NA	0.25583757	0.1126	1.1362844	0.12790644	38.09	PRKD3	protein kinase D3
105374464	NA	0.20446889	0.1281	-1.268922	-0.16251823	34.58	LINC03063	long intergenic non-protein coding RNA 3063
101929559	NA	0.01316113	0.1414	2.4793791	0.35052366	21.49	PIRAT1	PU.1 (SP1) induced regulator of S100A8 and S100A9 alarmin transcription 1
151393	NA	0.00014621	0.1409	3.7974178	0.53518161	20.1	RMDN2	regulator of microtubule dynamics 2
1545	NA	0.00210856	0.1401	3.0744999	0.43067016	28.2	CYP1B1	cytochrome P450 family 1 subfamily B member 1
285154	NA	0.02255752	0.1997	2.2808467	0.45546305	8.73	CYP1B1-AS1	CYP1B1 antisense RNA 1
64225	NA	0.07230163	0.1306	1.7972142	0.23465059	23.83	ATL2	atlastin GTPase 2
79833	NA	0.84325466	0.0965	-0.1977321	-0.01907777	28.15	GEMIN6	gem nuclear organelle associated protein 6
80745	NA	0.09068102	0.1569	1.6918162	0.26549206	10.66	THUMPD2	THUMP domain containing 2
101929667	NA	0.00519302	0.1741	2.7948101	0.48647461	40.03	LOC101929667	uncharacterized LOC101929667
105374570	NA	0.61922175	0.1271	0.4969536	0.06317758	17.72	LOC105374570	uncharacterized LOC105374570
107985877	NA	0.30235197	0.0824	-1.0314028	-0.08500578	25.51	LOC107985877	
6519	NA	0.13927499	0.1509	1.4784963	0.22317461	9.37	SLC3A1	solute carrier family 3 member 1
9581	NA	0.13746758	0.1276	1.4852879	0.18952551	18.89	PREPL	prolyl endopeptidase like
79823	NA	0.2997261	0.1245	-1.0370209	-0.12914075	17.96	CAMKMT	calmodulin-lysine N-methyltransferase
55133	NA	0.08557994	0.1041	1.7191892	0.17890521	39.42	SRBD1	S1 RNA binding domain 1
102724965	NA	0.90602885	0.1528	-0.118049	-0.01803846	9.67	LOC102724965	uncharacterized LOC102724965
5581	NA	0.29584304	0.1251	1.0453894	0.13074091	22.54	PRKCE	protein kinase C epsilon
2034	NA	0.40758198	0.1659	0.8281563	0.13742814	10.2	EPAS1	endothelial PAS domain protein 1
90423	NA	0.84643099	0.1072	-0.1936742	-0.02075301	19.55	ATP6V1E2	ATPase H+ transporting V1 subunit E2
5281	NA	0.0466712	0.1022	1.9892719	0.20323629	35.02	PIGF	phosphatidylinositol glycan anchor biosynthesis class F
9419	NA	0.30180156	0.1023	1.0325777	0.10559827	36.49	CRIPT	CXXC repeat containing interactor of PDZ3 domain
105374584	NA	0.25593866	0.129	1.1360428	0.14653848	17.2	LOC105374584	uncharacterized LOC105374584
9655	NA	0.43617519	0.1779	0.7786682	0.13851344	11.03	SOCS5	suppressor of cytokine signaling 5
4436	NA	0.83082204	0.1325	-0.2136474	-0.02830795	23.48	MSH2	mutS homolog 2
51130	NA	0.12564965	0.1275	1.5314847	0.19529985	12.34	ASB3	ankyrin repeat and SOCS box containing 3
100302652	NA	0.14490452	0.1329	1.4577679	0.19372369	10.61	GPR75-ASB3	GPR75-ASB3 readthrough
27248	NA	0.43856898	0.1007	0.774612	0.07799792	37.77	ERLEC1	endoplasmic reticulum lectin 1
98	NA	0.08207837	0.1005	-1.7387521	-0.17481658	19.59	ACYP2	acylphosphatase 2
112942	NA	0.94603728	0.1146	-0.0676839	-0.00775487	27.59	CFAP36	cilia and flagella associated protein 36
87178	NA	0.08675037	0.1268	1.7127944	0.21721236	25.66	PNPT1	polyribonucleotide nucleotidyltransferase 1
7444	NA	0.05745629	0.1188	1.8998235	0.22569963	28.29	VRK2	VRK serine/threonine kinase 2
55120	NA	0.37615039	0.1473	0.8850116	0.1303799	9.42	FANCL	FA complementation group L
150962	NA	0.02879995	0.1637	2.186214	0.35795559	11.05	PUS10	pseudouridine synthase 10
5194	NA	0.50072951	0.118	-0.6733424	-0.07946468	15.15	PEX13	peroxisomal biogenesis factor 13
84542	NA	0.26530257	0.1443	-1.1139455	-0.16077822	8.8	SANBR	SANT and BTB domain regulator of CSR
339803	NA	0.40324845	0.1373	-0.8358337	-0.114784	11.69	C2orf74-DT	C2orf74 divergent transcript
339804	NA	0.89510241	0.1671	-0.1318507	-0.02203686	10	C2orf74	chromosome 2 open reading frame 74
10678	NA	0.13064106	0.16	1.5115788	0.24191863	16.64	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
23301	NA	0.15531176	0.1303	1.4210172	0.18516689	13.71	EHBP1	EH domain binding protein 1
5013	NA	0.02734806	0.1701	2.2065136	0.37527349	24.13	OTX1	orthodenticle homeobox 1
51057	NA	0.937436	0.1274	0.0784929	0.01000149	11.05	WDPCP	WD repeat containing planar cell polarity effector
51542	NA	0.25329808	0.1339	1.1423752	0.15298863	28.96	VPS54	VPS54 subunit of GARP complex
105374768	NA	0.06506843	0.1543	1.8447877	0.28471276	16.94	LOC105374768	uncharacterized LOC105374768
105374771	NA	0.19418178	0.2742	1.2983072	0.3560333	9.46	LGALSL-DT	LGALSL divergent transcript
107984063	NA	0.17835605	0.1278	-1.345834	-0.17195346	12.21	LOC107984063	
4211	NA	0.82876293	0.157	0.2162884	0.03396668	11.36	MEIS1	Meis homeobox 1
10438	NA	0.56903705	0.1386	0.5694702	0.07893179	17.86	C1D	C1D nuclear receptor corepressor
116143	NA	0.44272082	0.1297	0.7676068	0.09955558	12.04	DNAAF10	dynein axonemal assembly factor 10
56902	NA	0.14898608	0.0907	-1.4431221	-0.13082805	23.48	PNO1	partner of NOB1 homolog
101927723	NA	0.76629371	0.26	0.2972263	0.07728818	9.24	LOC101927723	uncharacterized LOC101927723
554251	NA	0.57086423	0.1558	0.5667792	0.08830873	11.97	FBXO48	F-box protein 48
2673	NA	0.33646269	0.098	-0.961178	-0.09420776	29.78	GFPT1	glutamine--fructose-6-phosphate transaminase 1
27247	NA	0.2552975	0.1054	1.1375762	0.11995622	27.48	NFU1	NFU1 iron-sulfur cluster scaffold
112268437	NA	0.6186717	0.1834	0.4977338	0.09130729	9.38	LOC112268437	uncharacterized protein FLJ45252
64395	NA	0.09410086	0.1274	1.6741514	0.21326246	35.29	GMCL1	germ cell-less 1, spermatogenesis associated
11017	NA	0.18582434	0.1152	1.3230332	0.15238615	25.75	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
51449	NA	0.60477166	0.0909	0.5175509	0.04706417	40.62	PCYOX1	prenylcysteine oxidase 1
6637	NA	0.24818923	0.1262	1.1547588	0.14572316	33.3	SNRPG	small nuclear ribonucleoprotein polypeptide G
119	NA	0.0452862	0.1254	-2.0019863	-0.25110691	24.28	ADD2	adducin 2
165530	NA	0.07908651	0.3161	-1.7560111	-0.55512364	15.65	CLEC4F	C-type lectin domain family 4 member F
84693	NA	0.17776363	0.2051	1.3476728	0.27642205	7.56	MCEE	methylmalonyl-CoA epimerase
10199	NA	0.23496125	0.1152	1.1876756	0.13677979	33.46	MPHOSPH10	M-phase phosphoprotein 10
400961	NA	0.70915084	0.1364	-0.3729968	-0.05087953	13.73	PAIP2B	poly(A) binding protein interacting protein 2B
23233	NA	0.30566623	0.1093	-1.024358	-0.1119551	20.33	EXOC6B	exocyst complex component 6B
6697	NA	0.52262104	0.1768	0.6393104	0.11304125	7.56	SPR	sepiapterin reductase
84279	NA	0.75497475	0.0954	-0.3120865	-0.02978429	39.2	PRADC1	protease associated domain containing 1
51471	NA	0.12523715	0.1726	1.5331571	0.26463847	13.37	NAT8B	N-acetyltransferase 8B (putative, gene/pseudogene)
51002	NA	0.67529913	0.1567	0.4188864	0.06564529	12.66	TPRKB	TP53RK binding protein
112268419	NA	0.76767217	0.1164	-0.2954212	-0.03438428	10.74	LOC112268419	uncharacterized LOC112268419
100874048	NA	0.19401257	0.0658	-1.2988	-0.08540385	34.11	DGUOK-AS1	DGUOK antisense RNA 1
10797	NA	0.53661429	0.1035	0.6179409	0.06393628	39.5	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
57835	NA	0.56093307	0.1072	0.5814561	0.06230463	18.16	SLC4A5	solute carrier family 4 member 5
388963	NA	0.13431407	0.1307	-1.4973044	-0.19565121	22.54	C2orf81	chromosome 2 open reading frame 81
151534	NA	0.81512463	0.1205	-0.2338201	-0.02818271	23.33	LBX2-AS1	LBX2 antisense RNA 1
10505	NA	0.04932195	0.1022	-1.965798	-0.20092031	29.02	SEMA4F	ssemaphorin 4F
102724497	NA	0.66713777	0.1501	-0.4300796	-0.06454825	8.47	LOC102724497	uncharacterized LOC102724497
105374809	NA	0.65890064	0.148	-0.4414315	-0.06533371	32.26	LOC105374809	uncharacterized LOC105374809
9801	NA	0.96796835	0.0999	-0.0401565	-0.00401283	22.63	MRPL19	mitochondrial ribosomal protein L19
6936	NA	0.39267099	0.1151	0.8547835	0.0983437	27.31	GCFC2	GC-rich sequence DNA-binding factor 2
105374836	NA	0.48616257	0.11	-0.6964252	-0.07662486	39.06	LOC105374836	uncharacterized LOC105374836
105374838	NA	0.48559965	0.1332	0.6973246	0.09290157	14.57	LOC105374838	
83439	NA	0.44410192	0.1135	-0.7652849	-0.08688033	20.31	TCF7L1	transcription factor 7 like 1
100996506	NA	0.38351478	0.1905	-0.8714385	-0.16604304	10.41	LOC100996506	
84913	NA	0.84439019	0.2733	0.196281	0.05364441	23.45	ATOH8	atonal bHLH transcription factor 8
51318	NA	0.57583944	0.1043	0.5594723	0.05832719	32.71	MRPL35	mitochondrial ribosomal protein L35
400966	NA	0.67451335	0.1992	0.4199618	0.08364274	39.48	RGPD1	RANBP2 like and GRIP domain containing 1
5343	NA	0.30596436	0.1419	-1.0237267	-0.14524954	13.39	PLGLB1	plasminogen like B1
102724642	NA	0.80111049	0.1108	-0.2519102	-0.02790088	10.54	LOC102724642	anaphase-promoting complex subunit 1-like
101928152	NA	0.28723497	0.1562	1.0642069	0.1662257	21.43	LOC101928152	replaced by ID 101928173
5342	NA	0.88486729	0.1437	0.1448019	0.02080738	18.09	PLGLB2	plasminogen like B2
729857	NA	0.35093876	0.2286	0.93277	0.21321874	31.92	RGPD2	RANBP2 like and GRIP domain containing 2
51315	NA	0.12588247	0.1365	1.5305426	0.20886266	30.29	KRCC1	lysine rich coiled-coil 1
55258	NA	0.7548084	0.2905	-0.3123054	-0.09071747	9.4	THNSL2	threonine synthase like 2
9451	NA	0.98086707	0.119	0.0239819	0.00285415	24.14	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3
28946	NA	0.86029498	0.2105	-0.1759987	-0.0370396	29.57	IGKJ5	immunoglobulin kappa joining 5
28948	NA	0.66072824	0.2596	0.4389079	0.11392789	31.53	IGKJ3	immunoglobulin kappa joining 3
28943	NA	0.19917958	0.227	-1.2838925	-0.29148817	12.42	IGKV1-6	immunoglobulin kappa variable 1-6
28942	NA	0.02297764	0.1837	-2.2738062	-0.417638	10.77	IGKV1-8	immunoglobulin kappa variable 1-8
28941	NA	0.53123355	0.2102	-0.6261241	-0.13163343	29.98	IGKV1-9	immunoglobulin kappa variable 1-9
28940	NA	0.94275904	0.1969	-0.0718026	-0.01413848	26.16	IGKV1-12	immunoglobulin kappa variable 1-12
28938	NA	0.90068133	0.1983	-0.1248007	-0.02475097	24.77	IGKV1-16	immunoglobulin kappa variable 1-16
28937	NA	0.39456189	0.1872	-0.8513735	-0.15933974	19.5	IGKV1-17	immunoglobulin kappa variable 1-17
28923	NA	0.76601917	0.2213	-0.297586	-0.06586067	16.83	IGKV2-24	immunoglobulin kappa variable 2-24
28935	NA	0.63241141	0.1867	-0.4783355	-0.08932851	20.65	IGKV1-27	immunoglobulin kappa variable 1-27
28919	NA	0.89135774	0.1889	0.1365864	0.02579575	33.12	IGKV2-30	immunoglobulin kappa variable 2-30
28933	NA	0.24628451	0.1709	-1.1594213	-0.19815601	34.16	IGKV1-33	immunoglobulin kappa variable 1-33
107985911	NA	0.38898133	0.1205	-0.8614662	-0.10380136	27.2	LOC107985911	lymphocyte specific protein 1 pseudogene
28896	NA	0.03458583	0.174	-2.1131745	-0.36759175	18.13	IGKV1D-33	immunoglobulin kappa variable 1D-33
28881	NA	0.47263388	0.1947	-0.7182002	-0.13985096	13.42	IGKV2D-30	immunoglobulin kappa variable 2D-30
28874	NA	0.13110946	0.1896	-1.5097412	-0.28625538	13.64	IGKV3D-20	immunoglobulin kappa variable 3D-20
28875	NA	0.0290963	0.171	-2.1821793	-0.37318651	30.74	IGKV3D-15	immunoglobulin kappa variable 3D-15
28903	NA	0.3738032	0.1885	-0.889372	-0.16761348	8.51	IGKV1D-12	immunoglobulin kappa variable 1D-12
7549	NA	0.8687153	0.12	0.1652905	0.01983932	17.96	ZNF2	zinc finger protein 2
150759	NA	0.17717891	0.1187	-1.3494922	-0.16021139	25.56	LINC00342	long intergenic non-protein coding RNA 342
400986	NA	0.79818603	0.2613	0.2556954	0.06680526	8.58	ANKRD36C	ankyrin repeat domain 36C
729234	NA	0.07605031	0.1207	-1.7740776	-0.21416364	15.91	FAHD2CP	fumarylacetoacetate hydrolase domain containing 2C, pseudogene
150763	NA	0.03131005	0.1405	-2.1531098	-0.30250196	26.49	GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial
285033	NA	0.13625839	0.0851	-1.4898701	-0.12684257	23.7	STARD7-AS1	STARD7 antisense RNA 1
150771	NA	0.0520831	0.119	-1.9424463	-0.23118383	32.86	ITPRIPL1	ITPRIP like 1
26504	NA	0.55840579	0.0799	0.5852111	0.04673662	37.36	CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4
200539	NA	0.0290667	0.1091	-2.1825807	-0.23805856	20.49	ANKRD23	ankyrin repeat domain 23
51239	NA	0.077687	0.1098	-1.7642672	-0.19368785	19.24	ANKRD39	ankyrin repeat domain 39
151313	NA	0.01317739	0.1021	-2.4789388	-0.25321124	31.89	FAHD2B	fumarylacetoacetate hydrolase domain containing 2B
375248	NA	0.24382496	0.1629	1.1654795	0.18985994	22.29	ANKRD36	ankyrin repeat domain 36
100506076	NA	0.16314875	0.0983	-1.3945594	-0.13710454	27.03	LOC100506076	uncharacterized LOC100506076
100506123	NA	0.0768365	0.0994	-1.7693439	-0.17587531	27.62	APPAT	atherosclerotic plaque pathogenesis associated transcript
57730	NA	0.9336925	0.169	-0.0832	-0.01406457	14.19	ANKRD36B	ankyrin repeat domain 36B
728537	NA	0.6253297	0.1387	-0.4883108	-0.06770739	10.03	C2orf92	chromosome 2 open reading frame 92
107985921	NA	0.23771636	0.1218	1.180714	0.14382266	11.5	LOC107985921	
343990	NA	0.01933367	0.1428	2.3390341	0.3340099	15.17	CRACDL	CRACD like
51601	NA	0.93877156	0.1428	0.0768139	0.01096977	13.38	LIPT1	lipoyltransferase 1
129531	NA	0.0758952	0.1	1.7750163	0.17754883	40.62	MITD1	microtubule interacting and trafficking domain containing 1
129530	NA	0.73612317	0.1255	0.3369917	0.04230619	15.44	LYG1	lysozyme g1
10190	NA	0.20589746	0.1187	1.2649271	0.1501478	27.28	TXNDC9	thioredoxin domain containing 9
3899	NA	0.64845479	0.1486	-0.4559099	-0.0677333	31.54	AFF3	ALF transcription elongation factor 3
9486	NA	0.71862911	0.123	-0.3602916	-0.04431087	13.05	CHST10	carbohydrate sulfotransferase 10
79031	NA	0.24784472	0.089	-1.1556002	-0.10281321	32.63	PDCL3	phosducin like 3
105373511	NA	0.0490631	0.1193	1.9680429	0.23483221	16.5	LOC105373511	uncharacterized LOC105373511
692205	NA	0.25802056	0.1546	1.131082	0.17483932	10.45	SNORD89	small nucleolar RNA, C/D box 89
100506328	NA	0.12883488	0.1564	1.5187125	0.23745239	29.31	LINC01127	long intergenic non-protein coding RNA 1127
107985926	NA	0.18693032	0.2601	1.3197146	0.34323342	17.41	LOC107985926	uncharacterized LOC107985926
8809	NA	0.03232562	0.1426	2.1403608	0.30520231	34.44	IL18R1	interleukin 18 receptor 1
84804	NA	0.39548636	0.1081	-0.84971	-0.0918516	35.84	MFSD9	major facilitator superfamily domain containing 9
64965	NA	0.16414012	0.0865	-1.3912814	-0.12038898	35.89	MRPS9	mitochondrial ribosomal protein S9
101927492	NA	0.33187503	0.111	-0.970344	-0.10773364	10.48	MRPS9-AS1	MRPS9 antisense RNA 1
79074	NA	0.31183425	0.1083	1.0113807	0.10952722	35.4	C2orf49	chromosome 2 open reading frame 49
2274	NA	0.40854332	0.1402	-0.8264598	-0.1158479	13.01	FHL2	four and a half LIM domains 2
927	NA	0.76007663	0.1783	-0.3053802	-0.05445181	13.83	CD8B2	CD8b2 molecule
344558	NA	0.87507241	0.1357	-0.1572188	-0.02133035	38.1	SH3RF3	SH3 domain containing ring finger 3
84220	NA	0.38113962	0.1366	0.8757984	0.1196395	14.29	RGPD5	RANBP2 like and GRIP domain containing 5
205251	NA	0.10831113	0.1276	-1.6058306	-0.20488147	25.78	MTLN	mitoregulin
729540	NA	0.29392855	0.1382	1.0495424	0.14502646	14.49	RGPD6	RANBP2 like and GRIP domain containing 6
55289	NA	0.07246919	0.1464	-1.7961593	-0.26289596	8.67	ACOXL	acyl-CoA oxidase like
10461	NA	0.25372528	0.1915	1.1413476	0.2185576	8.65	MERTK	MER proto-oncogene, tyrosine kinase
84910	NA	0.38394465	0.1311	0.8706512	0.11410398	29.82	TMEM87B	transmembrane protein 87B
129804	NA	0.23791698	0.1046	-1.1802093	-0.12344802	26.64	FBLN7	fibulin 7
84524	NA	0.74518563	0.1064	-0.324994	-0.03458823	21.45	ZC3H8	zinc finger CCCH-type containing 8
376940	NA	0.16636926	0.1156	1.3839647	0.15996901	29.15	ZC3H6	zinc finger CCCH-type containing 6
727851	NA	0.47870703	0.1451	0.7083837	0.10279957	16.55	RGPD8	RANBP2 like and GRIP domain containing 8
400999	NA	0.69209757	0.1631	-0.3960101	-0.06460735	8.91	SLC20A1-DT	SLC20A1 divergent transcript
102724955	NA	0.0090126	0.1326	2.6115757	0.34618296	17.45	LOC102724955	uncharacterized LOC102724955
284958	NA	0.00589567	0.1493	2.7535282	0.41117213	15.74	NT5DC4	5'-nucleotidase domain containing 4
7849	NA	0.25662411	0.2619	1.1344064	0.29714098	10.66	PAX8	paired box 8
150472	NA	0.02106995	0.1051	2.3067286	0.24248047	40.41	ZNG1B	Zn regulated GTPase metalloprotein activator 1B
118433	NA	0.3147642	0.1769	1.0052755	0.1778757	20.11	RPL23AP7	ribosomal protein L23a pseudogene 7
51141	NA	0.59180095	0.1545	0.536228	0.08286009	17.95	INSIG2	insulin induced gene 2
55240	NA	0.44604642	0.1292	0.7620228	0.09847593	18.23	STEAP3	STEAP3 metalloreductase
130355	NA	0.22135454	0.1317	-1.2229342	-0.16109625	10.92	C2orf76	chromosome 2 open reading frame 76
80775	NA	0.47004443	0.1062	-0.7224068	-0.07668863	19.56	TMEM177	transmembrane protein 177
57669	NA	0.79974959	0.138	0.2536712	0.03501569	11.89	EPB41L5	erythrocyte membrane protein band 4.1 like 5
254128	NA	0.10515053	0.1152	1.6203807	0.1866333	16.59	NIFK-AS1	NIFK antisense RNA 1
84365	NA	0.43636872	0.1338	0.7783398	0.10415031	27.95	NIFK	nucleolar protein interacting with the FHA domain of MKI67
100506922	NA	0.25483993	0.1388	-1.1386721	-0.15810447	9.37	MAP3K2-DT	MAP3K2 divergent transcript
5624	NA	0.09409859	0.1489	1.6741629	0.24932174	8.13	PROC	protein C, inactivator of coagulation factors Va and VIIIa
84826	NA	0.54243223	0.0904	0.6091391	0.0550699	16.75	SFT2D3	SFT2 domain containing 3
84083	NA	0.28879957	0.1047	1.0607587	0.11110015	12.32	ZRANB3	zinc finger RANBP2-type containing 3
3176	NA	0.76383107	0.129	0.3004538	0.03874465	30.47	HNMT	histamine N-methyltransferase
101928361	NA	0.21429325	0.2381	1.2418464	0.29562911	8.19	LOC101928361	uncharacterized LOC101928361
105373654	NA	0.45071185	0.258	0.7542288	0.19458885	11.67	ARHGAP15-AS1	ARHGAP15 antisense RNA 1
92	NA	0.57104039	0.1449	0.5665199	0.08208454	14.01	ACVR2A	activin A receptor type 2A
55777	NA	0.04294181	0.0877	2.0242756	0.1774422	31.34	MBD5	methyl-CpG binding domain protein 5
26122	NA	0.12645551	0.1334	1.5282297	0.20381051	32.58	EPC2	enhancer of polycomb homolog 2
3800	NA	0.77737065	0.1696	-0.2827472	-0.04795674	9.17	KIF5C	kinesin family member 5C
375287	NA	0.45206295	0.1594	0.7519802	0.11987741	13.73	RBM43	RNA binding motif protein 43
7130	NA	0.00224189	0.1815	3.0561631	0.55462245	30.79	TNFAIP6	TNF alpha induced protein 6
101929356	NA	0.95334178	0.155	0.0585108	0.00906916	11.01	LOC101929356	
26225	NA	0.09166507	0.1584	1.6866791	0.26724895	21.38	ARL5A	ADP ribosylation factor like GTPase 5A
151188	NA	0.27819676	0.1174	1.0843791	0.12731596	23.96	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6
440918	NA	0.69032276	0.1235	0.3984171	0.04920953	12.81	FLJ46875	uncharacterized LOC440918
2820	NA	0.00121547	0.1197	3.2352242	0.38710321	30.53	GPD2	glycerol-3-phosphate dehydrogenase 2
57471	NA	0.06947104	0.1463	1.8153441	0.26550729	19.69	ERMN	ermin
90	NA	0.75318789	0.1183	0.3144387	0.03718875	25.85	ACVR1	activin A receptor type 1
8502	NA	0.43737363	0.086	0.7766359	0.06680385	39.99	PKP4	plakophilin 4
151525	NA	0.40356225	0.113	0.8352761	0.09439387	14.7	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1
10213	NA	0.47536401	0.1101	0.7137787	0.07860044	29.39	PSMD14	proteasome 26S subunit, non-ATPase 14
285116	NA	0.06763176	0.1466	1.8274525	0.26795878	11.3	AHCTF1P1	AT-hook containing transcription factor 1 pseudogene 1
90134	NA	0.44956376	0.158	0.7561425	0.119434	11.25	KCNH7	potassium voltage-gated channel subfamily H member 7
22837	NA	0.2593973	0.1947	-1.1278168	-0.21959047	8.55	COBLL1	cordon-bleu WH2 repeat protein like 1
2591	NA	0.19549103	0.1429	1.294505	0.1850077	26.79	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3
79809	NA	0.43547162	0.1305	0.7798628	0.10177805	23.79	TTC21B	tetratricopeptide repeat domain 21B
253782	NA	0.22189331	0.1026	1.2215091	0.12526797	28.48	CERS6	ceramide synthase 6
100861402	NA	0.34247847	0.1163	0.9492795	0.11038702	16.18	CERS6-AS1	CERS6 antisense RNA 1
79675	NA	0.27419238	0.1297	-1.0934589	-0.1418185	22.41	FASTKD1	FAST kinase domains 1
29081	NA	0.21552536	0.1392	1.2385145	0.17234798	21.88	METTL5	methyltransferase 5, N6-adenosine
130507	NA	0.30013946	0.1277	1.0361344	0.13235559	35.47	UBR3	ubiquitin protein ligase E3 component n-recognin 3
79828	NA	0.01358237	0.115	-2.4681227	-0.28388788	24.29	METTL8	methyltransferase 8, methylcytidine
80067	NA	0.40297069	0.1353	0.8363275	0.11314465	23.14	DCAF17	DDB1 and CUL4 associated factor 17
8604	NA	0.40842872	0.0933	-0.8266619	-0.07710958	33.63	SLC25A12	solute carrier family 25 member 12
8520	NA	0.1462077	0.1408	1.4530578	0.20462188	35.62	HAT1	histone acetyltransferase 1
254042	NA	0.05640553	0.118	-1.9078893	-0.22503781	20.02	METAP1D	methionyl aminopeptidase type 1D, mitochondrial
101929947	NA	0.68575974	0.1815	-0.4046161	-0.07343025	7.47	ITGA6-AS1	ITGA6 antisense RNA 1
51776	NA	0.10333922	0.1051	1.6288762	0.1712699	26.66	MAP3K20	mitogen-activated protein kinase kinase kinase 20
79634	NA	0.34662478	0.1245	0.9411563	0.11720131	19.36	SCRN3	secernin 3
1386	NA	0.12962182	0.1557	1.5155949	0.23598833	30.42	ATF2	activating transcription factor 2
80856	NA	0.01369204	0.1191	2.4652428	0.29364139	26.07	LNPK	lunapark, ER junction formation factor
10651	NA	0.78392215	0.1711	0.2742114	0.04690464	9.26	MTX2	metaxin 2
129831	NA	0.94950168	0.1164	0.0633326	0.00736906	13.62	RBM45	RNA binding motif protein 45
8575	NA	0.80607387	0.0933	0.2454941	0.02290055	35.39	PRKRA	protein activator of interferon induced protein kinase EIF2AK2
65977	NA	0.33252288	0.1233	0.9690447	0.11943964	25.77	PLEKHA3	pleckstrin homology domain containing A3
100506866	NA	0.00226098	0.1258	3.0536201	0.38424279	18.24	TTN-AS1	TTN antisense RNA 1
91404	NA	0.08243979	0.1202	1.736702	0.20868678	30.51	SESTD1	SEC14 and spectrin domain containing 1
57703	NA	0.03432956	0.1174	2.1161793	0.24844243	34.24	CWC22	CWC22 spliceosome associated protein homolog
105373780	NA	0.12260485	0.143	1.5439318	0.22074669	16.27	LOC105373780	proline-rich protein 18-like
64172	NA	0.97496117	0.1287	-0.0313867	-0.00404027	16.32	OSGEPL1	O-sialoglycoprotein endopeptidase like 1
5378	NA	0.56145831	0.1556	-0.5806768	-0.09036954	14.67	PMS1	PMS1 homolog 1, mismatch repair system component
26275	NA	0.67760407	0.1382	-0.4157348	-0.05746125	16.66	HIBCH	3-hydroxyisobutyryl-CoA hydrolase
54842	NA	0.66452221	0.1095	0.4336781	0.04750583	37.75	MFSD6	major facilitator superfamily domain containing 6
100131211	NA	0.52552019	0.1028	-0.6348593	-0.06525559	22.37	NEMP2	nuclear envelope integral membrane protein 2
4664	NA	0.01958882	0.1276	2.3341318	0.29781168	29.37	NAB1	NGFI-A binding protein 1
105373805	NA	0.07467972	0.1133	1.7824264	0.20203083	21.2	STAT4-AS1	STAT4 antisense RNA 1
57181	NA	0.4128065	0.1848	0.8189648	0.15130636	16.56	SLC39A10	solute carrier family 39 member 10
57520	NA	0.00414458	0.1918	2.8669428	0.54998208	10.2	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
9330	NA	0.59242325	0.112	0.5353277	0.0599377	34.46	GTF3C3	general transcription factor IIIC subunit 3
